Vardas                   Pavarde                    ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9      ND10      ND11      ND12      ND13      ND14      ND15      Egz.
Vardas763             Pavarde763                      1         3         2         1         7         8         5         3         8         6         4         4         3         3         7         2
Vardas764             Pavarde764                      3         9         7         3         2         3         1         6         8         1         2         2         1        10         9         3
Vardas765             Pavarde765                      8         8         5         2         5         7         6         8         3         3         9        10         6         1         1         6
Vardas766             Pavarde766                      3         8         2         7         7         4         1         8        10         2         1         7         6         6         2         7
Vardas767             Pavarde767                      8         1         6         6         7         2         5         6         4         3         2         6         7         3         5         1
Vardas768             Pavarde768                      1         1        10         3         5         4         1         7         4         6         2         9         6         9         1         1
Vardas769             Pavarde769                      4         5        10         8        10         8         2         4         6         3         1        10         4         9         6         6
Vardas770             Pavarde770                     10         2         4         7         1         8         4         5         2         7         6         8         4         5         5         1
Vardas771             Pavarde771                      7         3         8         2         7         9         6        10        10         5         3         1         4         2        10         6
Vardas772             Pavarde772                      6         9         5        10         7         6         9        10         2         7         7         4        10         8         7        10
Vardas773             Pavarde773                      5         3         3        10         8         8         9         3         6         1         6         2         3         1         7        10
Vardas774             Pavarde774                     10         6         6         9         8        10         9         5         6        10         1         5         1         2         6         4
Vardas775             Pavarde775                      7         9         7         5         5         4         1         2         9         6         6         1         1         5        10         4
Vardas776             Pavarde776                      5         1         4         9         1         1        10         2         2         4         2         2         7         7         2         8
Vardas777             Pavarde777                      8         2         1         9         4         3         8         7         6         6         1         3         7         1         2         3
Vardas778             Pavarde778                      8        10         6         2         2         8        10        10         1         7        10        10         6         5         7         9
Vardas779             Pavarde779                      3         7         4         6         3         8         1         5         8         7         4         8         2         6         6         5
Vardas780             Pavarde780                      9         7         7         2        10         3         3         6         7         5         3         9         4         1         5         2
Vardas781             Pavarde781                      5         7         2         8         2         4         2         8         2         6         1         6         6         5         1         6
Vardas782             Pavarde782                      6         6         1         9         6         4         1        10         7         2         4         2         6         7         7        10
Vardas783             Pavarde783                      1         3         3         7         1         9         6        10         9         7        10         3        10         4         7        10
Vardas784             Pavarde784                     10         8         3         3         1         6         1         4         4         7         8         5         2         8         6         1
Vardas785             Pavarde785                      5         7         2         3         3         2         4         8         4         4         7         2         6        10         5         7
Vardas786             Pavarde786                      2         4         3         4         1        10         4         5         2         8        10         7         3         2         9         8
Vardas787             Pavarde787                      6         4         9         7         5         9         6         7        10         2         5         5         7         4         5         4
Vardas788             Pavarde788                      2         9         7        10         3         3         7         3         8         7         8         8         5        10         5         9
Vardas789             Pavarde789                      2         4        10         4         6         4         4         7        10         2        10         1         9         8         5         6
Vardas790             Pavarde790                      1        10         1         6         7         3         8         1         6         7         2         6         4         1         6         6
Vardas791             Pavarde791                      7        10         1         3         3         7         3         7         4         9         6         9         4         4         7         1
Vardas792             Pavarde792                      4         5        10        10         1         7         6         5         3        10         7         2         7         5         9         6
Vardas793             Pavarde793                      5         1         3         7         5         1         3         3         4         6         9        10         8         5         2         5
Vardas794             Pavarde794                      7         2         8         2         9         5         9         5        10         5         7         4         2         2         7         2
Vardas795             Pavarde795                      6         3         1         7         2         3         5         3         4         3         9         6         4         4         4         7
Vardas796             Pavarde796                      4         7         7         4         3         1         5         9         9         6         6         1         7         7        10        10
Vardas797             Pavarde797                      2         6         7         9         6         1        10        10         8         4         2         5         4         4         8        10
Vardas798             Pavarde798                      9         7        10         2         6         5         4         4         6         4         1        10        10         2         8         1
Vardas799             Pavarde799                      8         4         4        10         7         3         1         4         6         1         3         6         6         3         4         6
Vardas800             Pavarde800                      4         1         4         5         8         9         7         4         3         3         6         4         4         4         9         1
Vardas801             Pavarde801                      1         5         1         4         8         4         4         9         2         7         3         4         9         6         6         2
Vardas802             Pavarde802                      4         1         1         2         3         1         1         8        10         7         6         3         4         5         1         3
Vardas803             Pavarde803                      5         4        10         5         9         7         1         3         7         1         3         9         9         7         1        10
Vardas804             Pavarde804                      4         3        10         7         3         7         9         7         6         4         4         1         2         7         5         2
Vardas805             Pavarde805                      9         7         9         2         2        10         8         8         1         2         2         8         2         4        10         1
Vardas806             Pavarde806                      5         4         4        10         6         7         2         8         8         9         9         3        10         1         9        10
Vardas807             Pavarde807                      3         5         4        10        10         3         4        10         6         6         3         2         5         2         3         8
Vardas808             Pavarde808                      2         2         6         5         7         5         5        10         7         8         5         5         9         1         5         9
Vardas809             Pavarde809                      5         4         1         6         7         6         6         7         9         5         9         7         2         5         1         8
Vardas810             Pavarde810                      5         5         9         2         1         8         7         6        10         1         2        10         4         3         3         3
Vardas811             Pavarde811                      8         9         7         7         2         2        10         7         7        10         9        10         5         8         6         6
Vardas812             Pavarde812                      6         8         7         4        10         6         2         2         1        10        10         2         2         9         8         5
Vardas813             Pavarde813                      4         9         8         2         6         1         2         9         6         9         7         4         1         3         3         1
Vardas814             Pavarde814                     10         6         3         3         5         3         8         5         9         7         5         5         4         6         1         2
Vardas815             Pavarde815                      7         1        10         4         3         1         4         2         7         2         3         2         8         5         4         1
Vardas816             Pavarde816                     10         9        10         6         9         6         6         7         3         8         1         2         6         1         2         1
Vardas817             Pavarde817                      4         9         3         9         8         3         2         3         2        10         7         9         9        10         6         9
Vardas818             Pavarde818                      7         9         8         1         6         7        10         6        10        10         4         7         9         2         3         3
Vardas819             Pavarde819                      4         7         9         1         9         6        10         7         5         6         3         3         8         5         7         9
Vardas820             Pavarde820                      4         3         7         3         4         9         5         5         3        10         7         4         4         6         6         8
Vardas821             Pavarde821                      4         6         6         9         1         9         8         6         8         5        10         9         5         1         2         6
Vardas822             Pavarde822                      4         9         4         9         4         2         5         2         9         8         4         8         4         9         9         6
Vardas823             Pavarde823                      5         7         2         1         3        10         2         9         8         3         3         5         3         5         3         9
Vardas824             Pavarde824                      8        10         1         2         3         5         4         3         5         9         5         9         4        10         1         3
Vardas825             Pavarde825                      8        10         1         5        10         9         7        10         1        10         3         2        10         6         9         3
Vardas826             Pavarde826                      9         6         4         8         1         2        10         2         2         3         8         8         8         3        10        10
Vardas827             Pavarde827                      2         8         1         8        10         1         6         3         1         9        10         1         6         3         8         5
Vardas828             Pavarde828                      8         8         5         2         9         7         5        10         6         3         7         7         1         2         7         7
Vardas829             Pavarde829                      8         8         4         1         1        10         9         1         4         1         4         4         5         6         9         9
Vardas830             Pavarde830                      9         6         3         4         7         4         1         7         1        10        10         8         9         1         6         6
Vardas831             Pavarde831                      8         2        10         3        10         7         9         8         9         7        10         8         9         9         8         7
Vardas832             Pavarde832                     10         7         7         2         3         1         7         5         3        10         5         9         8         7         9         1
Vardas833             Pavarde833                      7         4         2         9         8         9         4         3         3         5        10         8         2         2         8         8
Vardas834             Pavarde834                      2         3         4         8         9         1         5         8         7        10        10         2        10         4         3         9
Vardas835             Pavarde835                      2         8        10         4         6         8         9         9         8         9         3         9         9         7         7         6
Vardas836             Pavarde836                      5         5         2         5        10         5         8         6        10         5         8         1        10         5         3         7
Vardas837             Pavarde837                      2         1         9         5         9         8         9        10        10         7         2         5         9         8         7         2
Vardas838             Pavarde838                      9         1         2         4         9         9         7         4         3         5         1         8         8         7         3         6
Vardas839             Pavarde839                      2         9         4         1         1         8         3         1        10         3         3         8         9         7         8         3
Vardas840             Pavarde840                      4         3         2         3         9        10         2         4         1         5         8         5         4         9         3         6
Vardas841             Pavarde841                      4         1         5         6         9         1         9         8        10         7         6         2         1         2         7        10
Vardas842             Pavarde842                      1         8         9         3         1         4         7         8         6         3         7         1         9         2         1         6
Vardas843             Pavarde843                      6        10         1         7         3        10        10        10         9         6         9         3         4         7         6         3
Vardas844             Pavarde844                     10         6         7         2         3         3        10        10         5         2         1         5         6        10         4        10
Vardas845             Pavarde845                      8        10         4        10         4        10         7         9         9         2         6         8         8         1        10         9
Vardas846             Pavarde846                      9         6         3        10         6         2         1         5         4         1         8         9         6         4         2         7
Vardas847             Pavarde847                      6         1        10         9         1         2         2         9         8         7         9         4        10         5         3         9
Vardas848             Pavarde848                      5         5         3         6         5         6         4         6         1         5         8         9        10         8         9        10
Vardas849             Pavarde849                      7         9         9         1         8         7         3         4         4         2         4         2         7         4         1        10
Vardas850             Pavarde850                      9         5         5         8         2         8         9         2         5        10         4         8         9         7         9         9
Vardas851             Pavarde851                      2         1         6         3         9         6         5         9        10         9         2         7         3         8         2         8
Vardas852             Pavarde852                      7         8        10         4         1         2         7         1        10         8         2         7         3         7        10         4
Vardas853             Pavarde853                      8         6        10         5         3         6         5         4         9         1         3         8         2         3         8         9
Vardas854             Pavarde854                      3         8         5         2         9         5        10        10        10         6         2         3         9         3         8         4
Vardas855             Pavarde855                      7         3         2         9         5        10         7         1         6         1         7         4        10         4         3         2
Vardas856             Pavarde856                      2         1         8         4         7         3         4         4         8         5         3         9         4         5         2         6
Vardas857             Pavarde857                      8         5         6         2         9         7         7         8         3         9        10        10         7         5         8         9
Vardas858             Pavarde858                      5         5         1        10        10         7         8         3         9         9         6        10         1         1         9         6
Vardas859             Pavarde859                      2        10         4         1         2         2         9         3         4         9        10         1         1         8         1         4
Vardas860             Pavarde860                      2         2         8         7         3         7        10         2         6        10         6         8         2         7         5         6
Vardas861             Pavarde861                      8         5        10         7         6         9         6         2         7         1         7         3         5         6         8         3
Vardas862             Pavarde862                      2         4         2        10         8         1        10         4         3         7         2         2         6         8         6         7
Vardas863             Pavarde863                      6         8         1         4         4         6         2         6         7         6         1         4         2         6         3         9
Vardas864             Pavarde864                      8         9         4         8         4         7        10        10         1         9         1         8         1         5         6         3
Vardas865             Pavarde865                      9         9         8        10         6         3         7         2         4         1         3         3         7         8         4         9
Vardas866             Pavarde866                      1         9         8         8         5         6        10         7         1        10        10         3         2         1         1         6
Vardas867             Pavarde867                      9        10        10        10         1         2         3         9         3         6         3         2         7         1         6         8
Vardas868             Pavarde868                      7         6         8         5         3         4        10         8         1        10         2        10         9         2         2         1
Vardas869             Pavarde869                      1         1         4         1         8         3         1         8         3         7         5         8         4         6         6         4
Vardas870             Pavarde870                      5         6         2         7         3         2         6        10         1         9         8         5         2         6         8        10
Vardas871             Pavarde871                      4         9         1         7         6         9         9         3         1         2         6         8         1         3         8         3
Vardas872             Pavarde872                      3         8         6         1         1         5         9        10        10         6         5         4         2        10        10         9
Vardas873             Pavarde873                      5         5        10         2         5         6         1         9         4         9         9         9         3         9         6         9
Vardas874             Pavarde874                      9         8         6         4         5         5         6         1         9         9        10         4         2         9         7         3
Vardas875             Pavarde875                      7         2         6        10         1         8         3         7         1         1         2         1         3         5         6         2
Vardas876             Pavarde876                      7         9        10         2        10        10         3        10         6         3         6         7         4         5         8         1
Vardas877             Pavarde877                      2         2         8         8         3         2         4        10         5         5         3         4         6        10         4         3
Vardas878             Pavarde878                     10        10         9         2         1         1         9         2         2         9         4         2        10         9         3         5
Vardas879             Pavarde879                      6         5         5         6         3         3        10         5         1         5         1         2         2         1         3         7
Vardas880             Pavarde880                      4         2         7         4         9         9         8         4        10         4         3         3         2         8         7         7
Vardas881             Pavarde881                      3         8         4         9         1         1         5         5         2         9         5         5         9         2         3        10
Vardas882             Pavarde882                      4         5         1         5         3         3         2         4        10         1        10         3         8         1         9         5
Vardas883             Pavarde883                      9         9        10         7         9         3         3        10         8         8         5         9         9        10         6         9
Vardas884             Pavarde884                     10        10         1         9         1         5         2         7         2         3         7        10         8         4         7         4
Vardas885             Pavarde885                      2         7         3         7         1         7         2         3         6         1         6         2         8         9         2         7
Vardas886             Pavarde886                      9         8         2         1         9         8         7         9         4         6         6        10         2         3         1         2
Vardas887             Pavarde887                      4         7         2         5         2         5         7         7        10         3         6         4         6         2         3         6
Vardas888             Pavarde888                      2         4         9         6         3         5         8         7         7         7         6         1         2         9         9         9
Vardas889             Pavarde889                      8         5         6        10        10         3         3        10         9         9         5         1         4         7         1         5
Vardas890             Pavarde890                      6         5         6         9         2         6         5         8         7         4         3        10         1         5         1        10
Vardas891             Pavarde891                      4        10        10         5         3         5        10         8         4        10         4         8         1         4         7         4
Vardas892             Pavarde892                      9         7         1         1         1         2         2         1        10         4         9         4        10         6         7         4
Vardas893             Pavarde893                      1         9         3         4        10         2         4         2         1        10         4         6         6         2         8         1
Vardas894             Pavarde894                      3         9        10         2         4         2         5        10         4         3        10         1         8         4         4         8
Vardas895             Pavarde895                      6         1        10        10         2         2         4         2         3         8         8         7         5         9         3         4
Vardas896             Pavarde896                      1         3         4         8         4         5         8        10         4         3         2         6         1         3         9         5
Vardas897             Pavarde897                      4         1         8         8         3         7         5         2         9         2         3         6         7         8         2         4
Vardas898             Pavarde898                      6         3         9         8         7         7         1         3         4         7         6         1         1         1         6         5
Vardas899             Pavarde899                      5         8        10         2         3         8         2         8         5        10         8         5         6        10         4         9
Vardas900             Pavarde900                      6         6         3         9         9         6         6         4         1         9         8         2         7         2         4         7
Vardas901             Pavarde901                      5        10        10         7         5         1         4         2         8         3         7         3         5        10         8         6
Vardas902             Pavarde902                      4         4         6         6        10        10         2         8         1         4         9        10         2         7         2         7
Vardas903             Pavarde903                     10         9         6         3         5         8         8         9         8         2         7         6         9        10         9         4
Vardas904             Pavarde904                      4        10         1         1         4         9         3         1         1         5         4         2         6         3         2         1
Vardas905             Pavarde905                      6         9        10         8         8         9         7         8         9        10         5         7        10         5         8         4
Vardas906             Pavarde906                      6         5         5         8         8         7         3         6         9         3        10         5        10         5         1         2
Vardas907             Pavarde907                      1         5         4         7        10         2         1         4        10         7         5         7         3         1         1         8
Vardas908             Pavarde908                      9        10         6         7         2         8         3         5         2         9         2         9         7        10         9         6
Vardas909             Pavarde909                      5         4         7        10         1         5         1        10         1         3         1         9         1         1         9         8
Vardas910             Pavarde910                      4         3        10         2         7         5         1        10         6         8         8         7         8         2         4        10
Vardas911             Pavarde911                      7        10         3         1         3         5         1         2         8         3         8         6         2         6        10         5
Vardas912             Pavarde912                      2         8         5         4         7         7         7         7         3         3         9         4        10         3         4         3
Vardas913             Pavarde913                      7         4         1         9         8         1         7         1         3         1         3         2         9         8         1         6
Vardas914             Pavarde914                      8         2         5         7         3         8         2         8         1         3         6         3         5         2         1         1
Vardas915             Pavarde915                      2         1         3         8         1         4         4         7         2         2         4         7         1        10         1         9
Vardas916             Pavarde916                      1         4         2         8        10         2         5         9        10         2         3         6         7         4         8         7
Vardas917             Pavarde917                      5         2         5         8         8         3         8         4         6         8         4         9         7        10        10         9
Vardas918             Pavarde918                      9        10         6         2        10         1         7         1         1         1         4         2         7         6         1         6
Vardas919             Pavarde919                      9         4        10         7         3         7         7         2         5        10         5         2         4         6         5        10
Vardas920             Pavarde920                      9        10         5         3         7         5         1         5         8         3         4         3         3         1         8         3
Vardas921             Pavarde921                      3         8         8         2         2         6         8         2         2         8         8         1         4         4         3         2
Vardas922             Pavarde922                      2         8         7         8         6         2         1         9         7         8         4         5         7         3         9         9
Vardas923             Pavarde923                      7         6        10         7         5         2        10         6         1         1         5         1         5         5         3         4
Vardas924             Pavarde924                      3         8         1         5         6         8         5         3         5         7         7         7        10         6        10         5
Vardas925             Pavarde925                      7         2         3         9         4         5        10         9         1         5         8         4         6         2         7         9
Vardas926             Pavarde926                      7         6         5         7         7         2         3         8         9         5         6         5         4         3         4         3
Vardas927             Pavarde927                      8         7         7         6         6         7         7         7         9         9         4         7         9        10         7         7
Vardas928             Pavarde928                      8         1         5         2         4         4         8         9         7         5        10         5         1         6         6         4
Vardas929             Pavarde929                     10         2         2        10        10         4         1         6         7         5         9         7         6         4         7         4
Vardas930             Pavarde930                     10         8         4        10         3         4         4         7        10         3         8         1         9         1         4         9
Vardas931             Pavarde931                      9         4         9         6         7         4         2         1         7         6         3         3         6         7         1         6
Vardas932             Pavarde932                      3         4         9         5         5         1        10         3        10        10         5         1         1         7         3         6
Vardas933             Pavarde933                      1         8         6         3         8         7         7         5         7         1         5         7         1         2         2         1
Vardas934             Pavarde934                     10         6        10         6         2        10         6         9        10         1         7         2         2         5         4         1
Vardas935             Pavarde935                      6         7         2         4         5         2         1         1         3         4         2         2        10         4         4         7
Vardas936             Pavarde936                      7         6        10         3         5         8         7         5         4         6         3         5         2         5         4         1
Vardas937             Pavarde937                     10         1         1         3         1        10         3         5         3         3         2         2         2         8         8         2
Vardas938             Pavarde938                      4         6         9         7        10         4         4         9         6         2         5         4         7         3         1        10
Vardas939             Pavarde939                      6         7         2         8         6        10         9         3         6         3         9         4         1         5         7         6
Vardas940             Pavarde940                      3         2        10        10         4         3         7         2         1         7         4        10         9         8         8         8
Vardas941             Pavarde941                      3         1         3         7         5         6         8         3         1         2         2         3         3         3         3         6
Vardas942             Pavarde942                      2         7         3         6        10         6        10         7         4         3        10         1         3         9         8         4
Vardas943             Pavarde943                     10         4         8         5         6         5         2         3         3         1         5         9         2        10         6         5
Vardas944             Pavarde944                      4         1         4         3         9        10         8         2         3         7         6         3         8         4         5         7
Vardas945             Pavarde945                      4         5         1         6         4         8         5         7         1         9         5         1         8         6         1         3
Vardas946             Pavarde946                      1         8         5         5        10         8         4         6         1         8         5         8         2         8         5         6
Vardas947             Pavarde947                      7         1         4         9         2         7         1         1         8        10         9        10         7         5         8         6
Vardas948             Pavarde948                      6         6        10         2         8        10         2         1         2         9         7         7         9         4         6         6
Vardas949             Pavarde949                      5        10         6         9         6         6         9         6         7         2         5        10         1         4         3         7
Vardas950             Pavarde950                      1         7         8         1         6         7         3         6         7         9         2         2         2         9         8         3
Vardas951             Pavarde951                      1         9         9         4         1         9        10        10         9        10         9         7         8         5        10         6
Vardas952             Pavarde952                      2         6         7         6         4         7        10         8         7         7         3         6         2         4         7         1
Vardas953             Pavarde953                      3         8         8         6        10        10         6         7         5         5         5         8         4         1         1         3
Vardas954             Pavarde954                      4         5         9         4         5         1         1        10         2         1        10         8         2         6        10         9
Vardas955             Pavarde955                      2         9         7         1         4         6         3         3         7         2         2         4         9         9        10         9
Vardas956             Pavarde956                      3         1         4         3         5         3        10        10         3         6         5         3        10         5         8         2
Vardas957             Pavarde957                      8         1         5         3         5         7         4         4         3         2         2         6         3         3         3         2
Vardas958             Pavarde958                      3         9         1         5         1         3         8         7         6         8         1         3        10         4         8         3
Vardas959             Pavarde959                      4         5         4         2         9         6         6         9         3         1         4         5         1         4         2         3
Vardas960             Pavarde960                      3         8         9        10        10         8         5         9         2         6         8         4         2         9         6         2
Vardas961             Pavarde961                      2         3         3         7        10         9         2         5         2         8         4         3         6         8         6         5
Vardas962             Pavarde962                      4         4         2         8         5         6         9        10         5         9         9         8         9         3         1         7
Vardas963             Pavarde963                      1         9         1         4        10         2         1         6         2         4         2         6         9         7         9         9
Vardas964             Pavarde964                      6         8         5         3         5         4         3         8         6         2        10         7         5         8        10         5
Vardas965             Pavarde965                     10         1         1         7         4        10         5         1         8         3         4         9         4         7         2         8
Vardas966             Pavarde966                      6         2         1         5         2         7         7         2         6         1         2         9        10         2         8         5
Vardas967             Pavarde967                      1         2         5         4         7         5         1         6         1         8        10         2         9        10         8         2
Vardas968             Pavarde968                      8         3         2        10         6         2         3        10         9         7        10        10         4         9        10         5
Vardas969             Pavarde969                      3         9         8         6         6        10         6         1         2        10         8        10         2         6         2         5
Vardas970             Pavarde970                      7         2         1         7         8         7         7         3         1         8         5         8         3         9         5         2
Vardas971             Pavarde971                      9         4         1         9         8         9        10         4         2         9         1         3         9         5        10         1
Vardas972             Pavarde972                      1         1         1         1         4         3         3         3         3         3         2         5         2         7        10         8
Vardas973             Pavarde973                      4         7         9         9         9         9         7         1         6         9         4         7         2         6         2         6
Vardas974             Pavarde974                      1         3        10         3         6         2         4        10        10         2         2         9         9         3         4         5
Vardas975             Pavarde975                      4         7         8         8         4         6        10         8         9         5         5         7         9         6         9        10
Vardas976             Pavarde976                      5         1         6         8         8        10         7         8         7         8         2         4         4         5         8         2
Vardas977             Pavarde977                      3        10         3         4         6         4        10         5         4         4         1         6         1         6         4         8
Vardas978             Pavarde978                      2         8         5         4         4         9         4         8         7         8         1         8         6         5         6         5
Vardas979             Pavarde979                      8        10         8         5         2         8         3         5         7        10         9         1         8         8         6         5
Vardas980             Pavarde980                      9         7         5         2         8         7         6         1         9         1         7         8         8         9         6         8
